Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
1,1,"833,91",08/05/2025 17:01:50,RPT0D22,Desconhecido,White,Brown,0,ASCON GENIPABU,ANPR,
2,1,"818,48",08/05/2025 17:02:06,RPU5H11,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
3,1,"981,15",08/05/2025 17:02:07,PLR4B46,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
4,1,"1069,31",08/05/2025 17:02:19,PLD9E06,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
5,1,"991,49",08/05/2025 17:02:34,SKA0I21,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
6,1,"1071,52",08/05/2025 17:03:33,NTO8043,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
7,1,"1004,73",08/05/2025 17:04:06,JQR0F82,Desconhecido,White,Brown,0,ASCON GENIPABU,ANPR,
8,1,"1048,59",08/05/2025 17:04:30,JRJ4278,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
9,1,"996,35",08/05/2025 17:04:42,RPW1A69,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
10,1,"1064,6",08/05/2025 17:05:32,SJR0E70,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
11,1,"992,16",08/05/2025 17:06:20,JQN9356,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
12,1,"1024,24",08/05/2025 17:07:38,OKZ4E11,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
13,1,"1018,15",08/05/2025 17:07:57,SJT4D01,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
14,1,"986,3",08/05/2025 17:08:30,JHU7H93,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
15,1,"965,81",08/05/2025 17:08:55,PZJ4C99,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
16,1,"987,67",08/05/2025 17:10:35,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
17,1,"1006,58",08/05/2025 17:10:52,NZX9166,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
18,1,"944,97",08/05/2025 17:10:55,PLF4373,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
19,1,"964,31",08/05/2025 17:12:15,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
20,1,"964,45",08/05/2025 17:12:55,JPR8E22,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
21,1,"937,1",08/05/2025 17:13:41,OCW7J27,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
22,1,"858,34",08/05/2025 17:15:56,RNG8C43,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
23,1,"885,21",08/05/2025 17:16:20,STM1J34,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
24,1,"960,95",08/05/2025 17:16:50,NYM1938,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
25,1,"1009,33",08/05/2025 17:17:04,JSI5034,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
26,1,"916,2",08/05/2025 17:17:35,PLT7A48,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
27,1,"957,78",08/05/2025 17:19:58,SJS1I89,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
28,1,"911,92",08/05/2025 17:21:56,NZG6E21,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
29,1,"901,55",08/05/2025 17:22:14,LMB6A88,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
30,1,"766,73",08/05/2025 17:22:32,RPJ0J35,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
31,1,"758,66",08/05/2025 17:26:10,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
32,1,"794,31",08/05/2025 17:26:10,OCW7J27,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
33,1,"814,17",08/05/2025 17:27:16,OZR2003,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
34,1,"843,56",08/05/2025 17:28:48,HWM1344,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
35,1,"1018,42",08/05/2025 17:28:51,RPB7I93,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
36,1,"782,88",08/05/2025 17:30:29,FKW5131,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
37,1,"945,37",08/05/2025 17:31:02,PKH7347,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
38,1,"932,44",08/05/2025 17:31:15,EAX7B71,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
39,1,"1047,23",08/05/2025 17:37:30,RPR9H36,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
40,1,"861,6",08/05/2025 17:42:19,RPG7I36,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
41,1,1032,08/05/2025 17:46:40,QSK9C23,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
42,1,"664,64",08/05/2025 18:27:10,NZU710,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
43,1,"706,07",08/05/2025 18:31:47,QQW4I40,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
44,1,"721,56",08/05/2025 18:44:00,PKL8324,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
45,1,"1019,2",08/05/2025 18:50:34,PLM4J58,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
46,1,"727,92",08/05/2025 19:05:37,PKP0989,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
47,1,"644,33",08/05/2025 19:13:12,SKT3G26,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
48,1,"639,84",08/05/2025 20:52:37,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
49,1,"849,34",08/05/2025 21:00:51,PLH7G48,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
50,1,"574,93",08/05/2025 21:01:11,RDP2G22,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
51,1,"522,08",08/05/2025 21:15:56,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
52,1,"732,12",08/05/2025 21:32:20,NZP1960,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
53,1,"797,21",08/05/2025 21:42:18,MB4526Z,Desconhecido,Black,Black,0,ASCON GENIPABU,ANPR,
54,1,"594,79",08/05/2025 21:48:38,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
55,1,"553,84",08/05/2025 23:42:46,B480Z4,Desconhecido,Black,Black,0,ASCON GENIPABU,ANPR,
56,1,"673,81",09/05/2025 01:56:29,LG0C33,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
57,1,471,09/05/2025 02:25:55,BKZ4238,Desconhecido,Black,Black,0,ASCON GENIPABU,ANPR,
58,1,"435,25",09/05/2025 03:30:32,MJ4224,Desconhecido,Black,Black,0,ASCON GENIPABU,ANPR,
59,1,"930,1",09/05/2025 05:29:59,SJX2E64,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
60,1,"905,3",09/05/2025 05:36:02,PKN5A00,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
61,1,"992,56",09/05/2025 05:38:16,SJJ3B28,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
62,1,"1458,61",09/05/2025 05:43:40,JPU4E25,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
63,1,"1067,76",09/05/2025 05:46:41,EHP5E96,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
64,1,"1171,83",09/05/2025 05:50:25,JSV2594,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
65,1,"1074,4",09/05/2025 05:52:53,CJB9761,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
66,1,"1152,62",09/05/2025 05:58:56,NZL2748,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
67,1,"1118,45",09/05/2025 05:59:29,PJP3050,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
68,1,"1092,93",09/05/2025 06:01:05,RPD7G20,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
69,1,"1116,66",09/05/2025 06:02:33,SKF4A53,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
70,1,"1065,58",09/05/2025 06:08:26,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
71,1,"1059,38",09/05/2025 06:10:19,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
72,1,1007,09/05/2025 06:14:13,OUL9G21,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
73,1,"881,04",09/05/2025 06:14:26,PKE8446,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
74,1,"997,77",09/05/2025 06:17:59,RPU9A28,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
75,1,"944,67",09/05/2025 06:24:00,OCW7J27,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
76,1,"1048,12",09/05/2025 06:24:12,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
77,1,"1149,91",09/05/2025 06:28:10,NZE0402,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
